,Airline,Source,Destination,Day,Month,Route,Dep_hour,Dep_min,Dur_hour,Dur_min,Arr_hour,Arr_min,stop,price
3857,Indigo,Bangalore,Delhi,14,Nov,BLR--->DEL,22,10,02,55,1,5,non-stop,7488
3858,Indigo,Bangalore,Delhi,14,Nov,BLR--->DEL,20,10,03,00,23,10,non-stop,7488
3859,AirAsia,Bangalore,Delhi,14,Nov,BLR--->DEL,0,10,02,40,2,50,non-stop,7489
3860,AirAsia,Bangalore,Delhi,14,Nov,BLR--->DEL,6,15,02,40,8,55,non-stop,7489
3861,AirAsia,Bangalore,Delhi,14,Nov,BLR--->DEL,11,20,02,45,14,5,non-stop,7489
3862,AirAsia,Bangalore,Delhi,14,Nov,BLR--->DEL,0,45,02,50,3,35,non-stop,7489
3863,AirAsia,Bangalore,Delhi,14,Nov,BLR--->DEL,22,10,02,50,1,0,non-stop,7489
3864,Vistara,Bangalore,Delhi,14,Nov,BLR--->DEL,17,45,02,35,20,20,non-stop,7489
3865,Vistara,Bangalore,Delhi,14,Nov,BLR--->DEL,21,10,02,35,23,45,non-stop,7489
3866,Vistara,Bangalore,Delhi,14,Nov,BLR--->DEL,7,0,02,40,9,40,non-stop,7489
3867,Vistara,Bangalore,Delhi,14,Nov,BLR--->DEL,8,0,02,40,10,40,non-stop,7489
3868,Vistara,Bangalore,Delhi,14,Nov,BLR--->DEL,11,30,02,40,14,10,non-stop,7489
3869,Vistara,Bangalore,Delhi,14,Nov,BLR--->DEL,19,40,02,45,22,25,non-stop,7489
3870,Vistara,Bangalore,Delhi,14,Nov,BLR--->DEL,9,45,02,55,12,40,non-stop,7489
3871,AirAsia,Bangalore,Delhi,14,Nov,BLR--->COK-->DEL,5,40,06,20,12,0,1-stop,7485
3872,AirAsia,Bangalore,Delhi,14,Nov,BLR--->IXR-->DEL,7,5,06,55,14,0,1-stop,7485
3873,AirAsia,Bangalore,Delhi,14,Nov,BLR--->GAU-->DEL,17,30,07,05,0,35,1-stop,7485
3874,AirAsia,Bangalore,Delhi,14,Nov,BLR--->IXR-->DEL,9,5,07,10,16,15,1-stop,7485
3875,AirAsia,Bangalore,Delhi,14,Nov,BLR--->PNQ-->DEL,13,0,07,10,20,10,1-stop,7485
3876,AirAsia,Bangalore,Delhi,14,Nov,BLR--->CCU-->DEL,18,30,07,40,2,10,1-stop,7485
3877,AirAsia,Bangalore,Delhi,14,Nov,BLR--->IXR-->DEL,7,5,09,10,16,15,1-stop,7485
3878,AirAsia,Bangalore,Delhi,14,Nov,BLR--->VTZ-->DEL,15,55,09,15,1,10,1-stop,7485
3879,AirAsia,Bangalore,Delhi,14,Nov,BLR--->GAU-->DEL,15,15,09,20,0,35,1-stop,7485
3880,AirAsia,Bangalore,Delhi,14,Nov,BLR--->CCU-->DEL,23,10,10,55,10,5,1-stop,7485
3881,AirAsia,Bangalore,Delhi,14,Nov,BLR--->CCU-->DEL,22,55,11,10,10,5,1-stop,7485
3882,AirAsia,Bangalore,Delhi,14,Nov,BLR--->IXR-->DEL,9,5,11,15,20,20,1-stop,7485
3883,AirAsia,Bangalore,Delhi,14,Nov,BLR--->IXR-->DEL,7,5,13,15,20,20,1-stop,7485
3884,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,16,30,05,55,22,25,1-stop,7487
3885,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,8,10,06,20,14,30,1-stop,7487
3886,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,5,45,06,25,12,10,1-stop,7487
3887,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,16,30,07,00,23,30,1-stop,7487
3888,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,8,10,07,30,15,40,1-stop,7487
3889,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,16,30,08,20,0,50,1-stop,7487
3890,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,5,45,08,45,14,30,1-stop,7487
3891,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,16,30,09,30,2,0,1-stop,7487
3892,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,5,45,09,55,15,40,1-stop,7487
3893,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,22,0,10,10,8,10,1-stop,7487
3894,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->PNQ-->DEL,7,0,10,40,17,40,1-stop,7487
3895,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,8,10,12,00,20,10,1-stop,7487
3896,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,22,0,12,10,10,10,1-stop,7487
3897,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,22,0,14,10,12,10,1-stop,7487
3898,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->PNQ-->DEL,23,20,14,10,13,30,1-stop,7487
3899,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,8,10,14,15,22,25,1-stop,7487
3900,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,18,45,05,00,23,45,1-stop,7488
3901,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,18,45,06,00,0,45,1-stop,7488
3902,Indigo,Bangalore,Delhi,14,Nov,BLR--->NAG-->DEL,18,40,07,00,1,40,1-stop,7488
3903,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,23,45,07,30,7,15,1-stop,7488
3904,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,21,55,09,20,7,15,1-stop,7488
3905,Indigo,Bangalore,Delhi,14,Nov,BLR--->NAG-->DEL,23,0,10,15,9,15,1-stop,7488
3906,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,13,5,10,40,23,45,1-stop,7488
3907,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,20,15,11,00,7,15,1-stop,7488
3908,SpiceJet,Bangalore,Delhi,14,Nov,BLR--->JLR-->DEL,9,20,11,15,20,35,1-stop,7488
3909,SpiceJet,Bangalore,Delhi,14,Nov,BLR--->MAA-->DEL,5,40,18,45,0,25,1-stop,7488
3910,SpiceJet,Bangalore,Delhi,14,Nov,BLR--->SAG-->DEL,14,25,24,55,15,20,1-stop,7488
3911,AirAsia,Bangalore,Delhi,14,Nov,BLR--->IXB-->DEL,11,45,07,35,19,20,1-stop,7671
3912,AirAsia,Bangalore,Delhi,14,Nov,BLR--->PNQ-->DEL,13,0,07,50,20,50,1-stop,7671
3913,Indigo,Bangalore,Delhi,14,Nov,BLR--->DEL,14,0,02,45,16,45,non-stop,7908
3914,Air India,Bangalore,Delhi,14,Nov,BLR--->DEL,10,25,02,35,13,0,non-stop,7909
3915,Air India,Bangalore,Delhi,14,Nov,BLR--->DEL,6,10,02,45,8,55,non-stop,7909
3916,Air India,Bangalore,Delhi,14,Nov,BLR--->DEL,17,50,02,45,20,35,non-stop,7909
3917,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,7,30,04,50,12,20,1-stop,7994
3918,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,22,50,13,30,12,20,1-stop,7994
3919,AirAsia,Bangalore,Delhi,14,Nov,BLR--->GAU-->DEL,7,15,08,15,15,30,1-stop,8001
3920,Air India,Bangalore,Delhi,14,Nov,BLR--->DEL,13,20,02,30,15,50,non-stop,8329
3921,Air India,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,5,45,15,15,21,0,1-stop,9199
3922,Indigo,Bangalore,Delhi,14,Nov,BLR--->JAI-->DEL,21,50,10,45,8,35,1-stop,9425
3923,AirAsia,Bangalore,Delhi,14,Nov,BLR--->IXB-->DEL,5,10,09,45,14,55,1-stop,9694
3924,AirAsia,Bangalore,Delhi,14,Nov,BLR--->PNQ-->DEL,13,0,12,00,1,0,1-stop,9694
3925,Vistara,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,19,25,13,35,9,0,1-stop,9904
3926,Air India,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,18,50,14,05,8,55,1-stop,9904
3927,Vistara,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,19,25,17,05,12,30,1-stop,9904
3928,Air India,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,15,15,17,40,8,55,1-stop,9904
3929,Air India,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,18,50,23,40,18,30,1-stop,9904
3930,Vistara,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,19,25,24,35,20,0,1-stop,9904
3931,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,6,10,05,45,11,55,1-stop,10008
3932,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,16,20,07,25,23,45,1-stop,10008
3933,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,16,20,08,25,0,45,1-stop,10008
3934,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,9,20,08,50,18,10,1-stop,10008
3935,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,23,45,09,30,9,15,1-stop,10008
3936,Air India,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,5,45,12,45,18,30,1-stop,10039
3937,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,7,10,04,45,11,55,1-stop,10271
3938,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,13,5,05,05,18,10,1-stop,10271
3939,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,7,10,11,00,18,10,1-stop,10271
3940,Air India,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,18,50,19,00,13,50,1-stop,10324
3941,Indigo,Bangalore,Delhi,14,Nov,BLR--->BDQ-->DEL,9,50,07,45,17,35,1-stop,10412
3942,Indigo,Bangalore,Delhi,14,Nov,BLR--->JAI-->DEL,15,20,05,05,20,25,1-stop,10428
3943,Indigo,Bangalore,Delhi,14,Nov,BLR--->JAI-->DEL,15,20,07,15,22,35,1-stop,10428
3944,Air India,Bangalore,Delhi,14,Nov,BLR--->BBI-->DEL,5,45,18,00,23,45,1-stop,10560
3945,Air India,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,10,13,45,8,55,1-stop,10665
3946,Air India,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,10,15,05,10,15,1-stop,10665
3947,Air India,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,10,16,00,11,10,1-stop,10665
3948,Air India,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,10,17,05,12,15,1-stop,10665
3949,Air India,Bangalore,Delhi,14,Nov,BLR--->COK-->DEL,9,0,12,10,21,10,1-stop,10737
3950,Indigo,Bangalore,Delhi,14,Nov,BLR--->JAI-->DEL,8,55,06,25,15,20,1-stop,10796
3951,Air India,Bangalore,Delhi,14,Nov,BLR--->COK-->DEL,22,0,23,10,21,10,1-stop,10815
3952,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,21,40,10,25,8,5,1-stop,10849
3953,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,21,40,10,55,8,35,1-stop,10849
3954,AirAsia,Bangalore,Delhi,14,Nov,BLR--->GOI-->DEL,5,25,05,30,10,55,1-stop,10902
3955,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,21,40,13,20,11,0,1-stop,10954
3956,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,21,40,15,00,12,40,1-stop,10954
3957,Air India,Bangalore,Delhi,14,Nov,BLR--->BBI-->DEL,11,50,11,55,23,45,1-stop,11045
3958,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,18,25,04,35,23,0,1-stop,11059
3959,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,55,05,00,0,55,1-stop,11059
3960,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,18,25,06,30,0,55,1-stop,11059
3961,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,11,30,08,10,19,40,1-stop,11059
3962,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,11,30,09,10,20,40,1-stop,11059
3963,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,9,30,10,10,19,40,1-stop,11059
3964,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,11,30,10,25,21,55,1-stop,11059
3965,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,9,30,11,10,20,40,1-stop,11059
3966,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,11,30,11,30,23,0,1-stop,11059
3967,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,55,12,10,8,5,1-stop,11059
3968,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,9,30,12,25,21,55,1-stop,11059
3969,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,55,12,40,8,35,1-stop,11059
3970,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,9,30,13,30,23,0,1-stop,11059
3971,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,18,25,13,40,8,5,1-stop,11059
3972,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,18,25,14,10,8,35,1-stop,11059
3973,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,11,30,05,25,16,55,1-stop,11164
3974,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,11,30,06,35,18,5,1-stop,11164
3975,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,9,30,07,25,16,55,1-stop,11164
3976,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,9,30,08,35,18,5,1-stop,11164
3977,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,55,15,05,11,0,1-stop,11164
3978,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->GOI-->DEL,15,45,10,25,2,10,1-stop,11268
3979,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,6,40,06,00,12,40,1-stop,11322
3980,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,6,40,13,00,19,40,1-stop,11322
3981,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,6,40,14,00,20,40,1-stop,11322
3982,Indigo,Bangalore,Delhi,14,Nov,BLR--->BHO-->DEL,6,55,09,15,16,10,1-stop,11363
3983,Air India,Bangalore,Delhi,14,Nov,BLR--->JAI-->DEL,7,0,14,35,21,35,1-stop,11374
3984,Air India,Bangalore,Delhi,14,Nov,BLR--->JAI-->DEL,7,0,25,30,8,30,1-stop,11374
3985,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,6,40,07,25,14,5,1-stop,11427
3986,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,6,40,10,15,16,55,1-stop,11427
3987,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,6,40,11,25,18,5,1-stop,11427
3988,SpiceJet,Bangalore,Delhi,14,Nov,BLR--->PNQ-->DEL,9,45,09,40,19,25,1-stop,11478
3989,SpiceJet,Bangalore,Delhi,14,Nov,BLR--->PNQ-->DEL,9,45,24,55,10,40,1-stop,11478
3990,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,18,25,05,45,0,10,1-stop,11479
3991,Air India,Bangalore,Delhi,14,Nov,BLR--->LKO-->DEL,13,50,07,45,21,35,1-stop,11509
3992,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,21,40,12,00,9,40,1-stop,11584
3993,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->AMD-->DEL,18,50,04,40,23,30,1-stop,11766
3994,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->PNQ-->DEL,7,0,06,30,13,30,1-stop,11794
3995,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,55,13,45,9,40,1-stop,11794
3996,Indigo,Bangalore,Delhi,14,Nov,BLR--->PNQ-->DEL,9,5,06,55,16,0,1-stop,12003
3997,Indigo,Bangalore,Delhi,14,Nov,BLR--->PNQ-->DEL,11,20,07,10,18,30,1-stop,12003
3998,Indigo,Bangalore,Delhi,14,Nov,BLR--->PNQ-->DEL,9,5,09,25,18,30,1-stop,12003
3999,Air India,Bangalore,Delhi,14,Nov,BLR--->CCU-->DEL,5,45,27,30,9,15,1-stop,12109
4000,Air India,Bangalore,Delhi,14,Nov,BLR--->CCU-->DEL,5,45,17,00,22,45,1-stop,12529
4001,AirAsia,Bangalore,Delhi,14,Nov,BLR--->GOI-->DEL,20,45,05,00,1,45,1-stop,12553
4002,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->IXR-->DEL,16,10,04,50,21,0,1-stop,12678
4003,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,21,40,19,05,16,45,1-stop,12757
4004,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,55,20,50,16,45,1-stop,12757
4005,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,18,25,22,20,16,45,1-stop,12757
4006,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,11,30,29,15,16,45,1-stop,12757
4007,Air India,Bangalore,Delhi,14,Nov,BLR--->CCU-->DEL,5,45,07,10,12,55,1-stop,12949
4008,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,9,20,10,35,19,55,1-stop,13263
4009,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,16,20,06,05,22,25,1-stop,13526
4010,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,13,5,06,50,19,55,1-stop,13526
4011,Indigo,Bangalore,Delhi,14,Nov,BLR--->HYD-->DEL,13,5,09,20,22,25,1-stop,13526
4012,SpiceJet,Bangalore,Delhi,14,Nov,BLR--->GOI-->DEL,5,55,19,05,1,0,1-stop,13578
4013,Air India,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,10,26,40,21,50,1-stop,13771
4014,Air India,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,10,28,45,23,55,1-stop,13771
4015,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->PAT-->DEL,11,45,10,15,22,0,1-stop,13840
4016,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->PAT-->DEL,9,15,12,45,22,0,1-stop,13840
4017,Air India,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,10,28,35,23,45,1-stop,14073
4018,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->IXR-->DEL,16,10,05,35,21,45,1-stop,14099
4019,AirAsia,Bangalore,Delhi,14,Nov,BLR--->GOI-->DEL,5,25,12,45,18,10,1-stop,14339
4020,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,9,30,07,15,16,45,1-stop,14350
4021,Vistara,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,6,40,10,05,16,45,1-stop,14350
4022,Air India,Bangalore,Delhi,14,Nov,BLR--->BOM-->DEL,19,10,28,05,23,15,1-stop,14611
4023,SpiceJet,Bangalore,Delhi,14,Nov,BLR--->GOI-->DEL,5,55,11,50,17,45,1-stop,14734
4024,SpiceJet,Bangalore,Delhi,14,Nov,BLR--->GOI-->DEL,5,55,16,15,22,10,1-stop,14734
4025,Vistara,Bangalore,Delhi,14,Nov,BLR--->PAT-->DEL,7,15,15,05,22,20,1-stop,14923
4026,Vistara,Bangalore,Delhi,14,Nov,BLR--->IXC-->DEL,11,0,08,55,19,55,1-stop,15049
4027,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->PAT-->DEL,11,45,06,15,18,0,1-stop,15258
4028,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->PAT-->DEL,11,45,07,15,19,0,1-stop,15258
4029,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->PAT-->DEL,9,15,08,45,18,0,1-stop,15258
4030,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->PAT-->DEL,9,15,09,45,19,0,1-stop,15258
4031,Vistara,Bangalore,Delhi,14,Nov,BLR--->IXC-->DEL,11,0,05,30,16,30,1-stop,15889
4032,Vistara,Bangalore,Delhi,14,Nov,BLR--->GOI-->DEL,12,20,04,45,17,5,1-stop,16047
4033,SpiceJet,Bangalore,Delhi,14,Nov,BLR--->IXB-->DEL,6,5,08,20,14,25,1-stop,16203
4034,Vistara,Bangalore,Delhi,14,Nov,BLR--->GAU-->DEL,13,50,06,50,20,40,1-stop,16204
4035,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->GOI-->DEL,15,45,04,35,20,20,1-stop,16268
4036,AirAsia,Bangalore,Delhi,14,Nov,BLR--->GOI-->DEL,5,25,13,55,19,20,1-stop,16417
4037,SpiceJet,Bangalore,Delhi,14,Nov,BLR--->IXB-->DEL,6,5,11,55,18,0,1-stop,17043
4038,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->AMD-->DEL,6,30,12,45,19,15,1-stop,17856
4039,GO FIRST,Bangalore,Delhi,14,Nov,BLR--->PAT-->DEL,9,15,06,15,15,30,1-stop,19774
4040,SpiceJet,Bangalore,Delhi,15,Nov,BLR--->DEL,5,55,02,45,8,40,non-stop,7488
4041,SpiceJet,Bangalore,Delhi,15,Nov,BLR--->DEL,19,5,02,45,21,50,non-stop,7488
4042,SpiceJet,Bangalore,Delhi,15,Nov,BLR--->DEL,21,45,02,50,0,35,non-stop,7488
4043,AirAsia,Bangalore,Delhi,15,Nov,BLR--->DEL,0,10,02,40,2,50,non-stop,7489
4044,AirAsia,Bangalore,Delhi,15,Nov,BLR--->DEL,6,15,02,40,8,55,non-stop,7489
4045,AirAsia,Bangalore,Delhi,15,Nov,BLR--->DEL,11,20,02,45,14,5,non-stop,7489
4046,AirAsia,Bangalore,Delhi,15,Nov,BLR--->DEL,0,45,02,50,3,35,non-stop,7489
4047,AirAsia,Bangalore,Delhi,15,Nov,BLR--->DEL,22,10,02,50,1,0,non-stop,7489
4048,Indigo,Bangalore,Delhi,15,Nov,BLR--->DEL,20,10,03,00,23,10,non-stop,7488
4049,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->DEL,7,40,02,50,10,30,non-stop,7487
4050,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->DEL,21,0,02,50,23,50,non-stop,7487
4051,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->PNQ-->DEL,7,0,06,30,13,30,1-stop,7487
4052,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->PNQ-->DEL,7,0,10,40,17,40,1-stop,7487
4053,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,5,45,06,25,12,10,1-stop,7487
4054,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,5,45,08,45,14,30,1-stop,7487
4055,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,22,0,10,10,8,10,1-stop,7487
4056,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,22,0,12,10,10,10,1-stop,7487
4057,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,22,0,14,10,12,10,1-stop,7487
4058,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->PNQ-->DEL,23,20,14,10,13,30,1-stop,7487
4059,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,16,30,05,55,22,25,1-stop,7487
4060,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,16,30,07,00,23,30,1-stop,7487
4061,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,16,30,08,20,0,50,1-stop,7487
4062,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,16,30,09,30,2,0,1-stop,7487
4063,Indigo,Bangalore,Delhi,15,Nov,BLR--->HYD-->DEL,21,55,09,20,7,15,1-stop,7488
4064,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->HYD-->DEL,7,30,04,50,12,20,1-stop,7994
4065,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->HYD-->DEL,22,50,13,30,12,20,1-stop,7994
4066,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,8,10,06,20,14,30,1-stop,7487
4067,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,5,45,09,55,15,40,1-stop,7487
4068,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,8,10,12,00,20,10,1-stop,7487
4069,GO FIRST,Bangalore,Delhi,15,Nov,BLR--->BOM-->DEL,8,10,14,15,22,25,1-stop,7487
4070,AirAsia,Bangalore,Delhi,15,Nov,BLR--->COK-->DEL,5,40,06,20,12,0,1-stop,7485
4071,AirAsia,Bangalore,Delhi,15,Nov,BLR--->GAU-->DEL,17,30,07,05,0,35,1-stop,7485
4072,AirAsia,Bangalore,Delhi,15,Nov,BLR--->PNQ-->DEL,13,0,07,10,20,10,1-stop,7485
4073,AirAsia,Bangalore,Delhi,15,Nov,BLR--->CCU-->DEL,18,30,07,40,2,10,1-stop,7485
4074,AirAsia,Bangalore,Delhi,15,Nov,BLR--->PNQ-->DEL,13,0,07,50,20,50,1-stop,7485
4075,AirAsia,Bangalore,Delhi,15,Nov,BLR--->GAU-->DEL,15,15,09,20,0,35,1-stop,7485
4076,AirAsia,Bangalore,Delhi,15,Nov,BLR--->CCU-->DEL,23,10,10,55,10,5,1-stop,7485
4077,AirAsia,Bangalore,Delhi,15,Nov,BLR--->CCU-->DEL,22,55,11,10,10,5,1-stop,7485
4078,SpiceJet,Bangalore,Delhi,15,Nov,BLR--->MAA-->DEL,5,40,18,45,0,25,1-stop,7488
4079,Indigo,Bangalore,Delhi,15,Nov,BLR--->DEL,9,30,02,45,12,15,non-stop,7488
4080,Indigo,Bangalore,Delhi,15,Nov,BLR--->DEL,14,0,02,45,16,45,non-stop,7488
4081,Indigo,Bangalore,Delhi,15,Nov,BLR--->DEL,6,40,02,50,9,30,non-stop,7488
4082,Indigo,Bangalore,Delhi,15,Nov,BLR--->DEL,7,50,02,50,10,40,non-stop,7488
4083,Indigo,Bangalore,Delhi,15,Nov,BLR--->DEL,16,30,02,50,19,20,non-stop,7488
4084,Indigo,Bangalore,Delhi,15,Nov,BLR--->DEL,4,40,02,55,7,35,non-stop,7488
4085,Indigo,Bangalore,Delhi,15,Nov,BLR--->DEL,11,55,02,55,14,50,non-stop,7488
4086,Indigo,Bangalore,Delhi,15,Nov,BLR--->DEL,17,50,02,55,20,45,non-stop,7488
4087,Indigo,Bangalore,Delhi,15,Nov,BLR--->DEL,19,15,02,55,22,10,non-stop,7488
4088,Indigo,Bangalore,Delhi,15,Nov,BLR--->DEL,22,10,02,55,1,5,non-stop,7488
4089,Vistara,Bangalore,Delhi,15,Nov,BLR--->DEL,17,45,02,35,20,20,non-stop,7489
4090,Vistara,Bangalore,Delhi,15,Nov,BLR--->DEL,21,10,02,35,23,45,non-stop,7489
4091,Vistara,Bangalore,Delhi,15,Nov,BLR--->DEL,7,0,02,40,9,40,non-stop,7489
4092,Vistara,Bangalore,Delhi,15,Nov,BLR--->DEL,8,0,02,40,10,40,non-stop,7489
4093,Vistara,Bangalore,Delhi,15,Nov,BLR--->DEL,11,30,02,40,14,10,non-stop,7489
